sgsv_by_taxon_id,full_scientific_name,species,species_epithet,infraspesific_epithet,genus,taxon_authority,vernacular_name,itis_tsn,accessions,seeds,seed_boxes,countries,continents,sgsv_taxon_id
1033737,Dactylis glomerata L. subsp. glomerata,Dactylis glomerata,glomerata,,Dactylis,,,,1,500,1,0,0,5408
1033738,Dactylis glomerata L. subsp. himalayensis  Domin,Dactylis glomerata,glomerata,,Dactylis,,,,2,1000,1,0,0,6965
1033739,Dactylis glomerata L. subsp. hispanica  (Roth) Nyman,Dactylis glomerata,glomerata,,Dactylis,,,,1,500,1,1,1,6966
1033740,Dactylis glomerata L. subsp. juncinella  (Bory) Boiss.,Dactylis glomerata,glomerata,,Dactylis,,,,1,500,1,1,1,9423
1033741,Dactylis glomerata L. subsp. slovenica Domin,Dactylis glomerata,glomerata,subsp. slovenica,Dactylis,Domin,cocksfoot,,1,500,1,1,0,1372
1033742,Dactylis glomerata subsp. lobata,Dactylis glomerata,glomerata,,Dactylis,,,,1,16050,1,1,1,10748
1033743,Dactylis L. glomerata L.,Dactylis glomerata,glomerata,,Dactylis,L.,cocksfoot,193446,26,5200,1,5,1,4835
1033744,Dactylis marina Borrill,Dactylis marina,marina,,Dactylis,,,,1,1333,1,1,1,10307
1033745,Dactylis polygama Horv.,Dactylis polygama,polygama,,Dactylis,Horv.,orchardgrass,512038,6,3000,4,4,1,1373
1033746,Dactylis polygama Horv.,Dactylis polygama,polygama,,Dactylis,Horv.,orchardgrass,512038,2,1000,1,1,1,1373
1033747,Dactylis polygama HORVATOVSZKY,Dactylis polygama,polygama,,Dactylis,,,,1,500,1,1,1,10089
1033748,Dactylis smithii Link,Dactylis smithii,smithii,,Dactylis,Link,orchardgrass,,3,1500,3,2,1,1374
1033749,Dactylis sp.,Dactylis sp.,sp.,,Dactylis,,,,1,500,1,1,1,10511
1033750,Dactylis woronowii Ovcz.,Dactylis woronowii,woronowii,,Dactylis,,,,2,1000,2,2,1,6967
1033751,Dactyloctenium giganteum,Dactyloctenium giganteum,giganteum,,Dactyloctenium,,crowsfoot grass,,1,1000,1,1,1,1375
1033752,Dactyloctenium sp.,Dactyloctenium sp.,sp.,,Dactyloctenium,,crowsfoot grass,,1,1000,1,1,1,5024
1033753,Dahlia pinnata Cav.,Dahlia pinnata,pinnata,,Dahlia,Cav.,pinnate dahlia,37224,3,1500,2,1,0,1376
1033754,Dahlia pinnata Cav.,Dahlia pinnata,pinnata,,Dahlia,Cav.,pinnate dahlia,37224,6,3000,2,0,0,1376
1033755,Dalbergia sissoo,Dalbergia sissoo,sissoo,,Dalbergia,Roxb ex DC,Indian rosewood,26596,1,500,1,1,1,7517
1033756,Dalbergia sissoo DC.,Dalbergia sissoo,sissoo,,Dalbergia,DC.,Indian rosewood,26596,1,500,1,1,1,1377
1033757,Dalea candida Michx. ex Willd.,Dalea candida,candida,,Dalea,,,,1,300,1,1,1,8269
1033758,Dalea carthagenensis,Dalea carthagenensis,carthagenensis,,Dalea,Jacq J F Macbr,Cartagena prairie clover,501969,2,1600,1,2,1,10903
1033759,Dalea purpurea,Dalea purpurea,purpurea,,Dalea,Vent,Purple prairieclover,26642,1,500,1,1,1,1378
1033760,Dalea purpurea Vent.,Dalea purpurea,purpurea,,Dalea,,,,2,600,1,1,1,8270
1033761,Dalea virgata,Dalea virgata,virgata,,Dalea,,dalea,,1,500,1,1,1,1379
1033762,Danthonia decumbens (L.) DC.,Danthonia decumbens,decumbens,,Danthonia,(L.) DC.,common heathgrass,193438,8,3500,3,2,1,1380
1033763,Danthoniopsis dinteri,Danthoniopsis dinteri,dinteri,,Danthoniopsis,,,,2,300,2,1,1,5965
1033764,Dasiphora fruticosa subsp. fruticosa,Dasiphora fruticosa,fruticosa,subsp. fruticosa,Dasiphora,,shrubby cinquefoil,,2,1000,2,2,2,1381
1033765,Dasypyrum villosum (L.) P.Candargy,Dasypyrum villosum,villosum,,Dasypyrum,(L.) P.Candargy,mosquitograss,193450,23,10150,6,4,2,1383
1033766,Dasypyrum villosum (L.) P. Candargy,Dasypyrum villosum,villosum,,Dasypyrum,(L.) P. Candargy,mosquitograss,193450,10,5000,3,3,1,1382
1033767,Dasypyrum villosum (L.) P.Candargy,Dasypyrum villosum,villosum,,Dasypyrum,(L.) P.Candargy,mosquitograss,193450,2,1000,1,2,1,1383
1033770,Datura inoxia Mill.,Datura inoxia,inoxia,,Datura,Mill.,pricklyburr,501974,10,6000,7,4,1,1384
1033771,Datura leichhardtii F.Muell. subsp. pruinosa  (Greenm.) K.Hammer,Datura leichhardtii,leichhardtii,,Datura,,,,1,500,1,0,0,8654
1033772,Datura metel L.,Datura metel,metel,,Datura,L.,horn of plenty,30518,3,2000,3,3,2,1385
1033773,Datura quercifolia Kunth,Datura quercifolia,quercifolia,,Datura,Kunth,Chinese thornapple,30519,1,500,1,1,0,1386
1033774,Datura sp.,Datura sp.,sp.,,Datura,,datura,,2,1000,2,1,0,1387
1033775,Datura stramonium,Datura stramonium,stramonium,,Datura,L,Jamestown weed,30520,2,1000,2,2,1,9790
1033776,Datura stramonium L.,Datura stramonium,stramonium,,Datura,,,,7,5800,3,4,1,8271
1033777,Datura stramonium L. var. godronii Danert,Datura stramonium,stramonium,var. godronii,Datura,Danert,Jamestown weed,,5,2500,4,1,0,1388
1033778,Datura stramonium L. var. inermis (Jacq.)  Lundstr.,Datura stramonium,stramonium,,Datura,,,,1,500,1,0,0,8655
1033779,Datura stramonium L. var. inermis (Jacq.) Lundstr.,Datura stramonium,stramonium,var. inermis,Datura,(Jacq.) Lundstr.,Jamestown weed,,1,500,1,1,0,1389
1033780,Datura stramonium L. var. stramonium f. stramonium,Datura stramonium,stramonium,var. stramonium f. stramonium,Datura,,Jamestown weed,,10,3500,4,6,1,1390
1033781,Datura stramonium L. var. stramonium f.  stramonium,Datura stramonium,stramonium,,Datura,,,,6,3000,2,2,1,8656
1033782,Datura stramonium L. var. stramonium f.  stramonium,Datura stramonium,stramonium,,Datura,,,,6,3000,1,6,2,8656
1033783,Datura stramonium L. var. tatula (L.) Torr. f.  bernhardii (Lundstr.) Danert,Datura stramonium,stramonium,,Datura,,,,1,500,1,0,0,8657
1033784,Datura stramonium L. var. tatula (L.) Torr. f. bernhardii (Lundstr.) Danert,Datura stramonium,stramonium,var. tatula f. bernhardii,Datura,(Lundstr.) Danert,Jamestown weed,,3,1500,2,2,1,1391
1033785,Datura stramonium L. var. tatula (L.) Torr. f.  tatula Danert,Datura stramonium,stramonium,,Datura,,,,3,1500,2,1,1,6968
1033786,Datura stramonium L. var. tatula (L.) Torr. f.  tatula Danert,Datura stramonium,stramonium,,Datura,,,,2,1000,1,2,2,6968
1033787,Datura stramonium L. var. tatula (L.) Torr. f. tatula Danert,Datura stramonium,stramonium,var. tatula f. tatula,Datura,Danert,Jamestown weed,,5,2500,3,1,0,1392
1033788,Datura wrightii hort. ex Regel,Datura wrightii,wrightii,,Datura,hort. ex Regel,sacred datura,30521,2,1000,2,1,1,1393
1033789,Daucus aureus,Daucus aureus,aureus,,Daucus,,,,1,200,1,1,1,10128
1033790,Daucus aureus,Daucus aureus,aureus,,Daucus,,,,1,400,1,1,1,10128
1033791,Daucus aureus Desf.,Daucus aureus,aureus,,Daucus,Desf.,wild carrot,,1,500,1,1,1,1394
1033792,Daucus broteri Ten.,Daucus broteri,broteri,,Daucus,Ten.,wild carrot,,2,1000,2,1,1,1395
1033793,Daucus broteri Ten.,Daucus broteri,broteri,,Daucus,Ten.,wild carrot,,2,1000,1,2,2,1395
1033794,Daucus carota,Daucus carota,carota,,Daucus,L,bird's nest,29477,355,673670,14,56,6,1396
1033795,Daucus carota,Daucus carota,carota,,Daucus,L,bird's nest,29477,66,32000,5,21,5,1396
1033796,Daucus carota L.,Daucus carota,carota,,Daucus,L.,bird's nest,29477,19,8900,9,7,1,1397
1033797,Daucus carota L. subsp. azoricus Franco,Daucus carota,carota,,Daucus,,,,2,1000,2,1,1,8658
1033798,Daucus carota L. subsp. carota,Daucus carota,carota,subsp. carota,Daucus,,bird's nest,,96,48000,8,16,3,1398
1033799,Daucus carota L. subsp. carota,Daucus carota,carota,subsp. carota,Daucus,,bird's nest,,10,5000,2,4,1,1398
1033800,Daucus carota L. subsp. commutatus (Paol.) Thell.,Daucus carota,carota,subsp. commutatus,Daucus,(Paol.) Thell.,bird's nest,,1,500,1,1,1,1399
1033801,Daucus carota L. subsp. drepanensis  (Arcang.) Heywood,Daucus carota,carota,,Daucus,,,,2,1000,2,1,1,8659
1033802,Daucus carota L. subsp. gummifer Hook.f.,Daucus carota,carota,,Daucus,,,,2,1000,1,1,1,10458
1033803,Daucus carota L. subsp. hispidus (Arcang.)  Heywood,Daucus carota,carota,,Daucus,,,,3,1500,3,1,1,8660
1033804,Daucus carota L. subsp. major (Vis.)  Arcang.,Daucus carota,carota,,Daucus,,,,2,1000,1,1,1,10478
1033805,Daucus carota L. subsp. major (Vis.) Arcang.,Daucus carota,carota,subsp. major,Daucus,(Vis.) Arcang.,bird's nest,,1,500,1,1,1,1400
1033806,Daucus carota L. subsp. maximus (Desf.)  Ball.,Daucus carota,carota,,Daucus,,,,5,2500,3,3,1,6969
1033807,Daucus carota L. subsp. maximus (Desf.)  Ball.,Daucus carota,carota,,Daucus,,,,4,2000,2,3,1,6969
1033808,Daucus carota L. subsp. maximus (Desf.) Ball.,Daucus carota,carota,subsp. maximus,Daucus,(Desf.) Ball.,bird's nest,,1,500,1,1,1,1401
1033809,Daucus carota L. subsp. sativus (Hoffm.)  Arcang.,Daucus carota,carota,,Daucus,,,,93,46500,5,23,6,6970
1033810,Daucus carota L. subsp. sativus (Hoffm.)  Arcang.,Daucus carota,carota,,Daucus,,,,42,21000,2,17,3,6970
1033811,Daucus carota L. subsp. sativus (Hoffm.) Arcang.,Daucus carota,carota,subsp. sativus,Daucus,(Hoffm.) Arcang.,bird's nest,,117,58500,4,23,5,1402
1033812,Daucus carota ssp. sativus,Daucus carota,carota,,Daucus,Hoffm Arcang,bird's nest,524846,20,10750,6,3,2,9791
1033813,Daucus carota ssp. sativus (Hoffm.) Arcangeli.,Daucus carota,carota,ssp. sativus,Daucus,(Hoffm.) Arcangeli.,bird's nest,524846,64,32000,8,2,1,1403
1033814,Daucus carota subsp. carota,Daucus carota,carota,subsp. carota,Daucus,,bird's nest,,39,23300,2,10,3,1404
1033815,Daucus carota subsp. commutatus,Daucus carota,carota,subsp. commutatus,Daucus,,bird's nest,,1,600,1,1,1,1405
1033816,Daucus carota subsp. maximus,Daucus carota,carota,subsp. maximus,Daucus,,bird's nest,,2,1100,2,2,1,1406
1033817,Daucus carota var. atrorubens,Daucus carota,carota,,Daucus,,,,1,400,1,1,1,10710
1033818,Daucus carota var. sativus,Daucus carota,carota,var. sativus,Daucus,,bird's nest,,55,32300,5,11,2,1407
1033819,Daucus guttatus,Daucus guttatus,guttatus,,Daucus,,wild carrot,,1,500,1,1,1,1408
1033820,Daucus guttatus Sibth. & Sm.,Daucus guttatus,guttatus,,Daucus,,,,1,500,1,1,1,10590
1033821,Daucus guttatus Sibth. & Sm. subsp. guttatus,Daucus guttatus,guttatus,subsp. guttatus,Daucus,,wild carrot,,1,500,1,1,1,1409
1033822,Daucus halophilus Brot.,Daucus halophilus,halophilus,,Daucus,,,,1,500,1,0,0,10614
1033823,Daucus hybr.,Daucus hybr.,hybr.,,Daucus,,,,1,400,1,1,1,10751
1033824,Daucus littoralis,Daucus littoralis,littoralis,,Daucus,,wild carrot,,1,500,1,1,1,1410
1033825,Daucus littoralis,Daucus littoralis,littoralis,,Daucus,,wild carrot,,1,400,1,1,1,1410
1033826,Daucus muricatus,Daucus muricatus,muricatus,,Daucus,,wild carrot,,1,500,1,1,1,1411
1033827,Daucus muricatus L.,Daucus muricatus,muricatus,,Daucus,L.,wild carrot,,3,1500,2,2,1,1412
1033828,Daucus pusillus,Daucus pusillus,pusillus,,Daucus,Michx,American wild carrot,29478,4,1900,3,2,2,1413
1033829,Daucus pusillus,Daucus pusillus,pusillus,,Daucus,Michx,American wild carrot,29478,3,1500,2,1,1,1413
1033830,Daucus sp.,Daucus sp.,sp.,,Daucus,,wild carrot,,6,3000,4,4,2,1414
1033831,Delonix regia,Delonix regia,regia,,Delonix,Bojer ex Hook Raf,royal poinciana,26656,2,1000,2,1,1,1415
1033832,Delphinium elatum L.,Delphinium elatum,elatum,,Delphinium,,,,2,1000,2,1,1,9424
1033833,Delphinium sp.,Delphinium sp.,sp.,,Delphinium,,larkspur,,1,500,1,1,0,1416
1033834,Delphinium x cultorum Voss.,Delphinium cultorum,cultorum,,Delphinium,Voss.,larkspur,,4,2000,2,1,0,1419
1033835,Dendrolobium lanceolatum,Dendrolobium lanceolatum,lanceolatum,,Dendrolobium,,,,17,16600,10,3,1,1417
1033836,Dendrolobium lanceolatum,Dendrolobium lanceolatum,lanceolatum,,Dendrolobium,,,,1,500,1,1,1,1417
1033837,Dendrolobium sp.,Dendrolobium sp.,sp.,,Dendrolobium,,,,2,2000,2,1,1,5966
1033838,Dendrolobium triangulare,Dendrolobium triangulare,triangulare,,Dendrolobium,,,,31,31000,12,4,1,1418
1033839,Dendrolobium umbellatum,Dendrolobium umbellatum,umbellatum,,Dendrolobium,,,,2,1800,2,2,1,1420
1033840,Deschampsia caespitosa (L.) BEAUV.,Deschampsia caespitosa,caespitosa,,Deschampsia,,,,1,500,1,1,1,10090
1033841,Deschampsia cespitosa,Deschampsia cespitosa,cespitosa,,Deschampsia,L Beauv,tufted hairgrass,502001,14,7000,3,6,3,9792
1033842,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa,cespitosa,,Deschampsia,(L.) P.Beauv.,tufted hairgrass,502001,51,21000,9,10,1,1421
1033843,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa,cespitosa,,Deschampsia,(L.) P.Beauv.,tufted hairgrass,502001,19,9500,1,2,1,1421
1033844,Deschampsia cespitosa ssp. cespitosa,Deschampsia cespitosa,cespitosa,,Deschampsia,L Beauv,tufted hairgrass,523960,12,6750,4,2,1,10039
1033845,Deschampsia cespitosa ssp. cespitosa (L.) P. Beauv.,Deschampsia cespitosa,cespitosa,ssp. cespitosa,Deschampsia,(L.) P. Beauv.,tufted hairgrass,,24,12000,5,2,1,1422
1033846,Deschampsia danthonioides,Deschampsia danthonioides,danthonioides,,Deschampsia,Trin Munro,annual hairgrass,40593,1,500,1,1,1,9793
1033847,Deschampsia elongata,Deschampsia elongata,elongata,,Deschampsia,Hook Munro,slender hairgrass,40594,1,500,1,1,1,9794
1033848,Deschampsia flexuosa,Deschampsia flexuosa,flexuosa,,Deschampsia,L Trin,wavy hairgrass,40595,1,500,1,1,1,10266
1033849,Deschampsia flexuosa (L.) Trin.,Deschampsia flexuosa,flexuosa,,Deschampsia,(L.) Trin.,wavy hairgrass,40595,11,5500,8,5,2,1423
1033850,Deschampsia flexuosa (L.) Trin.,Deschampsia flexuosa,flexuosa,,Deschampsia,(L.) Trin.,wavy hairgrass,40595,1,500,1,1,1,1423
1033851,Deschampsia media (Gouan) Roem. &  Schult.,Deschampsia media,media,,Deschampsia,,,,1,500,1,1,1,9425
1033852,Descurainia sp.,Descurainia sp.,sp.,,Descurainia,,tansymustard,,1,500,1,1,1,1424
1033853,Desmanthus acuminatus,Desmanthus acuminatus,acuminatus,,Desmanthus,Benth,bundleflower,512194,6,5600,6,3,1,1425
1033854,Desmanthus bicornutus,Desmanthus bicornutus,bicornutus,,Desmanthus,,bundleflower,,10,8600,6,3,1,1426
1033855,Desmanthus bicornutus S. Watson,Desmanthus bicornutus,bicornutus,,Desmanthus,S. Watson,bundleflower,,3,1500,1,1,1,1427
1033856,Desmanthus covillei,Desmanthus covillei,covillei,,Desmanthus,Britt & Rose Wiggins ex B L Turner,Coville's bundleflower,26660,4,4000,2,1,0,1428
1033857,Desmanthus covillei (Britton & Rose)B. L. Turner,Desmanthus covillei,covillei,,Desmanthus,(Britton & Rose) B. L. Turner,Coville's bundleflower,26660,1,500,1,1,1,1429
1033858,Desmanthus fruticosus,Desmanthus fruticosus,fruticosus,,Desmanthus,,bundleflower,,7,7000,4,1,0,1430
1033859,Desmanthus fruticosus Rose,Desmanthus fruticosus,fruticosus,,Desmanthus,Rose,bundleflower,,3,1500,1,1,1,1431
1033860,Desmanthus illinoensis,Desmanthus illinoensis,illinoensis,,Desmanthus,Michx MacM ex B L Robins & Fern,prairie bundleflower,26661,18,4000,4,3,1,1432
1033861,Desmanthus illinoensis,Desmanthus illinoensis,illinoensis,,Desmanthus,Michx MacM ex B L Robins & Fern,prairie bundleflower,26661,2,600,2,1,1,1432
1033862,Desmanthus leptophyllus,Desmanthus leptophyllus,leptophyllus,,Desmanthus,Kunth,slenderleaf bundleflower,565129,130,127900,19,10,2,1433
1033863,Desmanthus paspalaceus,Desmanthus paspalaceus,paspalaceus,,Desmanthus,,bundleflower,,8,7800,7,3,1,1434
1033864,Desmanthus pernambucanus,Desmanthus pernambucanus,pernambucanus,,Desmanthus,L Thellung,bundleflower,507825,20,19300,14,2,1,1435
1033865,Desmanthus pubescens,Desmanthus pubescens,pubescens,,Desmanthus,,bundleflower,,14,14000,10,3,1,1436
1033866,Desmanthus sp.,Desmanthus sp.,sp.,,Desmanthus,,bundleflower,,26,23000,14,4,2,1437
1037124,Melica nitens,Melica nitens,nitens,,Melica,Scribn Nutt ex Piper,shining oniongrass,41859,1,,1,1,1,2872
1033867,Desmanthus subulatus,Desmanthus subulatus,subulatus,,Desmanthus,,bundleflower,,7,7000,3,1,0,1438
1033868,Desmanthus tatuhyensis,Desmanthus tatuhyensis,tatuhyensis,,Desmanthus,,bundleflower,,6,5800,5,2,1,1439
1033869,Desmanthus tatuhyensis Hoehne,Desmanthus tatuhyensis,tatuhyensis,,Desmanthus,Hoehne,bundleflower,,1,500,1,1,1,1440
1033870,Desmanthus virgatus,Desmanthus virgatus,virgatus,,Desmanthus,L Willd,wild tantan,26666,98,88000,28,17,4,1441
1033871,Desmanthus virgatus,Desmanthus virgatus,virgatus,,Desmanthus,L Willd,wild tantan,26666,4,1200,3,3,2,1441
1033872,Desmanthus virgatus (L. )Willd.,Desmanthus virgatus,virgatus,,Desmanthus,(L.) Willd.,wild tantan,26666,78,39000,1,10,2,1442
1033873,Desmodium adscendens,Desmodium adscendens,adscendens,,Desmodium,Sw DC,zarzabacoa galana,502009,3,2500,3,2,1,1443
1033874,Desmodium adscendens (Sw.) DC.,Desmodium adscendens,adscendens,,Desmodium,(Sw.) DC.,zarzabacoa galana,502009,4,2000,1,2,2,1444
1033875,Desmodium angustifolium,Desmodium angustifolium,angustifolium,,Desmodium,Kunth DC,narrowleaf ticktrefoil,25787,5,5000,5,3,2,1445
1033876,Desmodium aparines,Desmodium aparines,aparines,,Desmodium,,ticktrefoil,,4,4000,4,2,1,1446
1033877,Desmodium arechavaletae,Desmodium arechavaletae,arechavaletae,,Desmodium,,ticktrefoil,,2,2000,2,2,1,1447
1033878,Desmodium barbatum,Desmodium barbatum,barbatum,,Desmodium,L Benth,zarzabacoa peluda,502012,384,379700,34,12,3,1448
1033879,Desmodium barbatum (L.) Benth.,Desmodium barbatum,barbatum,,Desmodium,(L.) Benth.,zarzabacoa peluda,502012,1,500,1,1,1,1449
1033880,Desmodium batocaulon A.Gray,Desmodium batocaulon,batocaulon,,Desmodium,A. Gray,San Pedro ticktrefoil,25790,1,500,1,1,1,1450
1033881,Desmodium brachypodum,Desmodium brachypodum,brachypodum,,Desmodium,,ticktrefoil,,4,3600,2,1,0,1451
1033882,Desmodium cajanifolium,Desmodium cajanifolium,cajanifolium,,Desmodium,Kunth DC,tropical ticktrefoil,502013,76,75000,22,8,2,1452
1033883,Desmodium campylocaulon,Desmodium campylocaulon,campylocaulon,,Desmodium,,,,2,2000,1,1,0,8661
1033884,Desmodium canadense,Desmodium canadense,canadense,,Desmodium,L DC,showy ticktrefoil,25791,2,2000,2,1,0,1453
1033885,Desmodium canadense,Desmodium canadense,canadense,,Desmodium,L DC,showy ticktrefoil,25791,2,600,2,2,2,1453
1033886,Desmodium cinerascens,Desmodium cinerascens,cinerascens,,Desmodium,Gray,spiked ticktrefoil,25794,1,200,1,1,1,6539
1033887,Desmodium cinereum,Desmodium cinereum,cinereum,,Desmodium,,ticktrefoil,,9,8800,6,2,1,1454
1033888,Desmodium cinereum (Kunth) DC.,Desmodium cinereum,cinereum,,Desmodium,(Kunth) DC.,ticktrefoil,,1,500,1,1,0,1455
1033889,Desmodium cuneatum,Desmodium cuneatum,cuneatum,,Desmodium,,ticktrefoil,,8,8000,5,3,1,1456
1033890,Desmodium cuneatum,Desmodium cuneatum,cuneatum,,Desmodium,,ticktrefoil,,1,100,1,1,1,1456
1035266,Hordeum Nutans,Hordeum Nutans,Nutans,,Hordeum,,barley,,65,65000,3,27,5,2022
1033891,Desmodium cuspidatum,Desmodium cuspidatum,cuspidatum,,Desmodium,Muhl ex Willd DC ex Loud,largebract ticktrefoil,25795,1,100,1,1,1,5967
1033892,Desmodium dichotomum,Desmodium dichotomum,dichotomum,,Desmodium,,ticktrefoil,,13,3500,7,4,2,1457
1033893,Desmodium dichotomum (Willd.) DC.,Desmodium dichotomum,dichotomum,,Desmodium,(Willd.) DC.,ticktrefoil,,2,1000,1,1,1,1458
1033894,Desmodium discolor,Desmodium discolor,discolor,,Desmodium,,ticktrefoil,,31,29600,16,6,1,1459
1033895,Desmodium discolor,Desmodium discolor,discolor,,Desmodium,,ticktrefoil,,4,2000,2,2,2,1459
1033896,Desmodium discolor Vogel,Desmodium discolor,discolor,,Desmodium,Vogel,ticktrefoil,,1,500,1,1,0,1460
1033897,Desmodium discolorxpabulare,Desmodium discolorxpabulare,discolorxpabulare,,Desmodium,,ticktrefoil,,1,1000,1,1,0,1461
1033898,Desmodium distortum,Desmodium distortum,distortum,,Desmodium,,ticktrefoil,,83,81900,26,10,2,1462
1033899,Desmodium distortum,Desmodium distortum,distortum,,Desmodium,,ticktrefoil,,1,100,1,1,1,1462
1033900,Desmodium distortum (Aubl) J.F. Macbr.,Desmodium distortum,distortum,,Desmodium,(Aubl) J.F. Macbr.,ticktrefoil,,1,500,1,1,0,1463
1033901,Desmodium filiforme,Desmodium filiforme,filiforme,,Desmodium,,ticktrefoil,,6,5800,5,3,1,1464
1033902,Desmodium gangeticum,Desmodium gangeticum,gangeticum,,Desmodium,,ticktrefoil,,270,267800,30,9,3,1465
1033903,Desmodium glabrum,Desmodium glabrum,glabrum,,Desmodium,P Mill DC,zarzabacoa dulce,502015,19,18400,14,6,2,1466
1033904,Desmodium hassleri,Desmodium hassleri,hassleri,,Desmodium,,,,1,100,1,1,1,5968
1033905,Desmodium heterocarpon,Desmodium heterocarpon,heterocarpon,,Desmodium,L DC,Asian ticktrefoil,502017,388,383300,35,14,5,1467
1033906,Desmodium heterocarpon (L.) DC.,Desmodium heterocarpon,heterocarpon,,Desmodium,(L.) DC.,Asian ticktrefoil,502017,2,1000,1,1,0,1468
1033907,Desmodium heterophyllum,Desmodium heterophyllum,heterophyllum,,Desmodium,Willd DC,variable-leaf ticktrefoil,507826,107,105200,28,10,3,1469
1033908,Desmodium heterophyllum (Willd.) DC.,Desmodium heterophyllum,heterophyllum,,Desmodium,(Willd.) DC.,variable-leaf ticktrefoil,507826,2,1000,1,1,1,1470
1033909,Desmodium hirtum,Desmodium hirtum,hirtum,,Desmodium,,,,3,2800,3,2,1,6540
1033910,Desmodium hirtum Guill. & Perr.,Desmodium hirtum,hirtum,,Desmodium,Guill. & Perr.,ticktrefoil,,1,500,1,1,1,1471
1033911,Desmodium incanum,Desmodium incanum,incanum,,Desmodium,DC,zarzabacoa comun,25804,660,642700,35,19,3,1472
1033912,Desmodium incanum,Desmodium incanum,incanum,,Desmodium,DC,zarzabacoa comun,25804,13,2100,4,6,3,1472
1033913,Desmodium incanum DC.,Desmodium incanum,incanum,,Desmodium,DC.,zarzabacoa comun,25804,2,1000,1,1,1,1473
1033914,Desmodium infractum,Desmodium infractum,infractum,,Desmodium,,,,1,1000,1,1,0,9312
1033915,Desmodium intortum,Desmodium intortum,intortum,,Desmodium,P Mill Urban,greenleaf ticktrefoil,25805,105,100900,27,11,3,1474
1033916,Desmodium intortum,Desmodium intortum,intortum,,Desmodium,P Mill Urban,greenleaf ticktrefoil,25805,3,1100,3,2,2,1474
1037125,Melica nitens,Melica nitens,nitens,,Melica,Scribn Nutt ex Piper,shining oniongrass,41859,1,500,1,1,1,2872
1033917,Desmodium intortum (Mill. Urb.,Desmodium intortum,intortum,,Desmodium,(Mill. Urb.,greenleaf ticktrefoil,25805,5,2500,1,4,4,1475
1033918,Desmodium laxiflorum,Desmodium laxiflorum,laxiflorum,,Desmodium,,ticktrefoil,,8,7800,6,2,1,1476
1033919,Desmodium leiocarpon,Desmodium leiocarpon,leiocarpon,,Desmodium,,,,1,100,1,1,1,5969
1033920,Desmodium limense,Desmodium limense,limense,,Desmodium,,,,1,1000,1,1,1,5970
1033921,Desmodium limense,Desmodium limense,limense,,Desmodium,,,,1,100,1,1,1,5970
1033922,Desmodium lindheimeri,Desmodium lindheimeri,lindheimeri,,Desmodium,Vail,Lindheimer's ticktrefoil,25807,1,800,1,1,0,10831
1033923,Desmodium macrodesmum,Desmodium macrodesmum,macrodesmum,,Desmodium,,,,2,2000,2,1,1,6541
1033924,Desmodium microphyllum,Desmodium microphyllum,microphyllum,,Desmodium,,,,1,1000,1,1,1,6542
1033925,Desmodium muelleri,Desmodium muelleri,muelleri,,Desmodium,,,,6,6000,3,1,0,6543
1033926,Desmodium nemorosum,Desmodium nemorosum,nemorosum,,Desmodium,,ticktrefoil,,1,1000,1,1,0,1477
1033927,Desmodium neomexicanum,Desmodium neomexicanum,neomexicanum,,Desmodium,Gray,New Mexico ticktrefoil,25811,1,1000,1,1,0,7971
1033928,Desmodium nicaraguense,Desmodium nicaraguense,nicaraguense,,Desmodium,,ticktrefoil,,5,5000,3,1,0,1478
1033929,Desmodium oblongum,Desmodium oblongum,oblongum,,Desmodium,,,,2,1600,1,1,1,10893
1033930,Desmodium obtusum,Desmodium obtusum,obtusum,,Desmodium,Muhl ex Willd DC,stiff ticktrefoil,502019,1,100,1,1,1,5971
1033931,Desmodium pabulare,Desmodium pabulare,pabulare,,Desmodium,,ticktrefoil,,2,2000,2,2,1,1479
1033932,Desmodium pabulare,Desmodium pabulare,pabulare,,Desmodium,,ticktrefoil,,1,100,1,1,1,1479
1033933,Desmodium pachyrhiza,Desmodium pachyrhiza,pachyrhiza,,Desmodium,,ticktrefoil,,1,1000,1,1,0,1480
1033934,Desmodium podocarpum subsp. oxyphyllum,Desmodium podocarpum,podocarpum,,Desmodium,,,,1,100,1,1,1,5972
1033935,Desmodium prehensile,Desmodium prehensile,prehensile,,Desmodium,,,,2,1800,2,1,0,7668
1033936,Desmodium pringlei,Desmodium pringlei,pringlei,,Desmodium,,,,1,1000,1,1,0,7669
1033937,Desmodium pringlei S.Watson,Desmodium pringlei,pringlei,,Desmodium,S. Watson,ticktrefoil,,1,500,1,1,1,1481
1033938,Desmodium procumbens,Desmodium procumbens,procumbens,,Desmodium,P Mill A S Hitchc,western trailing ticktrefoil,25817,23,23000,13,5,2,1482
1033939,Desmodium procumbens (Mill.) Hitchc.,Desmodium procumbens,procumbens,,Desmodium,(Mill.) Hitchc.,western trailing ticktrefoil,25817,1,500,1,1,0,1483
1033940,Desmodium prostratum Brandegee,Desmodium prostratum,prostratum,,Desmodium,Brandegee,ticktrefoil,,2,1000,1,2,2,1484
1033941,Desmodium psilophyllum,Desmodium psilophyllum,psilophyllum,,Desmodium,Schlecht,simpleleaf ticktrefoil,25819,1,800,1,1,0,10823
